"","dates","values"
"219",1991-01-01,8.86
"220",1991-02-01,8.73
"221",1991-03-01,8.77
"222",1991-04-01,8.97
"223",1991-05-01,8.7
"224",1991-06-01,8.97
"225",1991-07-01,9.28
"226",1991-08-01,8.87
"227",1991-09-01,9
"228",1991-10-01,9.07
"229",1991-11-01,9.19
"230",1991-12-01,8.91
"231",1992-01-01,9.21
"232",1992-02-01,9.22
"233",1992-03-01,9.04
"234",1992-04-01,9.43
"235",1992-05-01,9.54
"236",1992-06-01,9.38
"237",1992-07-01,9.48
"238",1992-08-01,9.63
"239",1992-09-01,8.39
"240",1992-10-01,7.89
"241",1992-11-01,7.85
"242",1992-12-01,7.97
"243",1993-01-01,7.58
"244",1993-02-01,7.46
"245",1993-03-01,7.24
"246",1993-04-01,7.38
"247",1993-05-01,7
"248",1993-06-01,7.02
"249",1993-07-01,6.77
"250",1993-08-01,6.22
"251",1993-09-01,6.21
"252",1993-10-01,6.02
"253",1993-11-01,5.65
"254",1993-12-01,5.64
"255",1994-01-01,5.5
"256",1994-02-01,5.71
"257",1994-03-01,5.57
"258",1994-04-01,5.36
"259",1994-05-01,5.15
"260",1994-06-01,5.03
"261",1994-07-01,5
"262",1994-08-01,5.08
"263",1994-09-01,5.34
"264",1994-10-01,5.25
"265",1994-11-01,5.34
"266",1994-12-01,5.45
"267",1995-01-01,5.28
"268",1995-02-01,5.31
"269",1995-03-01,4.9
"270",1995-04-01,4.6
"271",1995-05-01,4.48
"272",1995-06-01,4.61
"273",1995-07-01,4.47
"274",1995-08-01,4.24
"275",1995-09-01,4.02
"276",1995-10-01,4.02
"277",1995-11-01,3.82
"278",1995-12-01,3.69
"279",1996-01-01,3.19
"280",1996-02-01,3.29
"281",1996-03-01,3.22
"282",1996-04-01,3.15
"283",1996-05-01,3.26
"284",1996-06-01,3.39
"285",1996-07-01,3.35
"286",1996-08-01,3.19
"287",1996-09-01,3.08
"288",1996-10-01,3.18
"289",1996-11-01,3.19
"290",1996-12-01,3.16
"291",1997-01-01,3.09
"292",1997-02-01,3.23
"293",1997-03-01,3.27
"294",1997-04-01,3.22
"295",1997-05-01,3.18
"296",1997-06-01,3.09
"297",1997-07-01,3.18
"298",1997-08-01,3.31
"299",1997-09-01,3.44
"300",1997-10-01,3.74
"301",1997-11-01,3.81
"302",1997-12-01,3.65
"303",1998-01-01,3.52
"304",1998-02-01,3.51
"305",1998-03-01,3.61
"306",1998-04-01,3.72
"307",1998-05-01,3.59
"308",1998-06-01,3.41
"309",1998-07-01,3.58
"310",1998-08-01,3.43
"311",1998-09-01,3.5
"312",1998-10-01,3.41
"313",1998-11-01,3.33
"314",1998-12-01,3.02
"315",1999-01-01,2.9
"316",1999-02-01,2.98
"317",1999-03-01,2.85
"318",1999-04-01,2.55
"319",1999-05-01,2.58
"320",1999-06-01,2.69
"321",1999-07-01,2.74
"322",1999-08-01,2.88
"323",1999-09-01,2.84
"324",1999-10-01,3.26
"325",1999-11-01,3.41
"326",1999-12-01,3.46
"327",2000-01-01,3.63
"328",2000-02-01,3.79
"329",2000-03-01,3.96
"330",2000-04-01,4.18
"331",2000-05-01,4.61
"332",2000-06-01,4.69
"333",2000-07-01,4.86
"334",2000-08-01,5.09
"335",2000-09-01,5.04
"336",2000-10-01,5.11
"337",2000-11-01,5.02
"338",2000-12-01,4.76
"339",2001-01-01,4.6
"340",2001-02-01,4.64
"341",2001-03-01,4.42
"342",2001-04-01,4.75
"343",2001-05-01,4.43
"344",2001-06-01,4.34
"345",2001-07-01,4.31
"346",2001-08-01,4.11
"347",2001-09-01,3.5
"348",2001-10-01,3.32
"349",2001-11-01,3.19
"350",2001-12-01,3.19
"351",2002-01-01,3.39
"352",2002-02-01,3.4
"353",2002-03-01,3.57
"354",2002-04-01,3.51
"355",2002-05-01,3.64
"356",2002-06-01,3.52
"357",2002-07-01,3.34
"358",2002-08-01,3.27
"359",2002-09-01,3.09
"360",2002-10-01,3.07
"361",2002-11-01,2.9
"362",2002-12-01,2.66
"363",2003-01-01,2.62
"364",2003-02-01,2.38
"365",2003-03-01,2.36
"366",2003-04-01,2.39
"367",2003-05-01,2.1
"368",2003-06-01,1.95
"369",2003-07-01,2
"370",2003-08-01,2.12
"371",2003-09-01,1.99
"372",2003-10-01,2.13
"373",2003-11-01,2.16
"374",2003-12-01,2.05
"375",2004-01-01,2.03
"376",2004-02-01,1.93
"377",2004-03-01,1.86
"378",2004-04-01,2.01
"379",2004-05-01,2.1
"380",2004-06-01,2.12
"381",2004-07-01,2.12
"382",2004-08-01,2.11
"383",2004-09-01,2.15
"384",2004-10-01,2.16
"385",2004-11-01,2.16
"386",2004-12-01,2.14
"387",2005-01-01,2.12
"388",2005-02-01,2.12
"389",2005-03-01,2.15
"390",2005-04-01,2.07
"391",2005-05-01,2.07
"392",2005-06-01,2.01
"393",2005-07-01,2.1
"394",2005-08-01,2.1
"395",2005-09-01,2.15
"396",2005-10-01,2.29
"397",2005-11-01,2.55
"398",2005-12-01,2.55
"399",2006-01-01,2.62
"400",2006-02-01,2.68
"401",2006-03-01,2.85
"402",2006-04-01,2.92
"403",2006-05-01,2.97
"404",2006-06-01,3.09
"405",2006-07-01,3.18
"406",2006-08-01,3.33
"407",2006-09-01,3.47
"408",2006-10-01,3.6
"409",2006-11-01,3.64
"410",2006-12-01,3.75
"411",2007-01-01,3.85
"412",2007-02-01,3.89
"413",2007-03-01,3.96
"414",2007-04-01,4.06
"415",2007-05-01,4.19
"416",2007-06-01,4.26
"417",2007-07-01,4.29
"418",2007-08-01,4.12
"419",2007-09-01,4.07
"420",2007-10-01,4.12
"421",2007-11-01,4.06
"422",2007-12-01,4.07
"423",2008-01-01,3.85
"424",2008-02-01,3.8
"425",2008-03-01,3.88
"426",2008-04-01,4.01
"427",2008-05-01,4.2
"428",2008-06-01,4.42
"429",2008-07-01,4.49
"430",2008-08-01,4.38
"431",2008-09-01,2.44
"432",2008-10-01,2.34
"433",2008-11-01,1.92
"434",2008-12-01,1.5
"435",2009-01-01,1.03
"436",2009-02-01,0.9
"437",2009-03-01,0.73
"438",2009-04-01,0.76
"439",2009-05-01,0.8
"440",2009-06-01,0.59
"441",2009-07-01,0.43
"442",2009-08-01,0.44
"443",2009-09-01,0.42
"444",2009-10-01,0.5
"445",2009-11-01,0.52
"446",2009-12-01,0.44
"447",2010-01-01,0.41
"448",2010-02-01,0.36
"449",2010-03-01,0.38
"450",2010-04-01,0.38
"451",2010-05-01,0.19
"452",2010-06-01,0.25
"453",2010-07-01,0.45
"454",2010-08-01,0.39
"455",2010-09-01,0.54
"456",2010-10-01,0.83
"457",2010-11-01,0.63
"458",2010-12-01,0.45
"459",2011-01-01,0.83
"460",2011-02-01,0.89
"461",2011-03-01,0.95
"462",2011-04-01,1.18
"463",2011-05-01,1.19
"464",2011-06-01,1.28
"465",2011-07-01,1.04
"466",2011-08-01,0.57
"467",2011-09-01,0.28
"468",2011-10-01,0.36
"469",2011-11-01,-0.04
"470",2011-12-01,-0.06
"471",2012-01-01,0.09
"472",2012-02-01,0.14
"473",2012-03-01,0.11
"474",2012-04-01,0.06
"475",2012-05-01,0.04
